location_name,val
China,4.488875
Democratic People's Republic of Korea,4.0863904
Cambodia,5.9693026
Indonesia,3.3638298
Lao People's Democratic Republic,5.4864397
Malaysia,4.395881
Maldives,7.9645044
Myanmar,16.8675143
Philippines,13.3356763
Sri Lanka,3.0888763
Thailand,6.5746511
Timor-Leste,5.4436083
Viet Nam,4.0311445
Fiji,18.0194318
Kiribati,35.0901419
Marshall Islands,7.7815524
Micronesia (Federated States of),32.5436403
Papua New Guinea,23.6130727
Samoa,16.5562913
Solomon Islands,18.2878509
Tonga,13.5685772
Vanuatu,7.0703317
Armenia,3.324346
Azerbaijan,1.9556321
Georgia,6.4041426
Kazakhstan,7.5653387
Kyrgyzstan,3.1708933
Mongolia,5.7842385
Tajikistan,2.258864
Turkmenistan,4.9680913
Uzbekistan,1.3379236
Albania,6.5568533
Bosnia and Herzegovina,21.7849348
Bulgaria,38.9910346
Croatia,37.0906712
Czechia,29.1660502
Hungary,32.5033792
Montenegro,32.7141584
Poland,29.7056949
Romania,21.6252407
Serbia,31.5300728
Slovakia,24.7788913
Slovenia,22.9896956
Belarus,18.191889
Estonia,21.7460771
Latvia,22.1232206
Lithuania,15.826277
Republic of Moldova,6.5262989
Russian Federation,12.3741067
Ukraine,15.7902863
Brunei Darussalam,7.9523444
Japan,13.3795255
Republic of Korea,6.485396
Singapore,10.2647325
Australia,27.0125439
New Zealand,27.4612368
Andorra,30.5516081
Austria,29.1733074
Belgium,29.9994303
Cyprus,24.3583955
Denmark,44.8541491
Finland,26.3550052
France,31.6466648
Germany,28.0782981
Greece,32.3914791
Iceland,29.0636434
Ireland,31.6189722
Israel,24.8150496
Italy,26.3401177
Luxembourg,29.6067884
Malta,26.0285912
Netherlands,38.3810069
Norway,39.0865511
Portugal,17.203513
Spain,32.2702609
Sweden,27.2388941
Switzerland,28.8151161
United Kingdom,31.5154223
Argentina,25.5805052
Chile,37.5754223
Uruguay,28.3213908
Canada,30.6410673
United States of America,24.9005196
Antigua and Barbuda,4.3027521
Bahamas,3.6651661
Barbados,4.8616394
Belize,3.8507794
Cuba,23.4088886
Dominica,6.8514011
Dominican Republic,11.8320742
Grenada,5.3465977
Guyana,4.7299759
Haiti,5.2293362
Jamaica,8.7894683
Saint Lucia,6.2551372
Saint Vincent and the Grenadines,4.2132724
Suriname,12.0406682
Trinidad and Tobago,9.0027497
Bolivia (Plurinational State of),7.4777131
Ecuador,6.1420244
Peru,5.3425496
Colombia,14.7498889
Costa Rica,14.031482
El Salvador,2.7512807
Guatemala,4.6405217
Honduras,6.0213704
Mexico,17.4348906
Nicaragua,6.6306619
Panama,7.2316948
Venezuela (Bolivarian Republic of),17.4959189
Brazil,27.1105337
Paraguay,14.4806571
Algeria,2.4829634
Bahrain,6.478221
Egypt,1.0546109
Iran (Islamic Republic of),4.4442367
Iraq,4.6030208
Jordan,10.8268924
Kuwait,5.2449264
Lebanon,18.0727316
Libya,1.522214
Morocco,1.581137
Oman,2.1460297
Qatar,2.9381565
Saudi Arabia,1.5207291
Syrian Arab Republic,8.1984556
Tunisia,3.4210359
Turkey,16.1083283
United Arab Emirates,3.7533618
Yemen,8.659957
Afghanistan,0.97863
Bangladesh,2.9896406
Bhutan,5.1275444
India,4.5356584
Nepal,29.7642369
Pakistan,6.4734393
Angola,3.0947573
Central African Republic,2.2083331
Congo,1.5387454
Democratic Republic of the Congo,1.4867857
Equatorial Guinea,2.472252
Gabon,2.8820864
Burundi,6.3229267
Comoros,3.2480529
Djibouti,4.898652
Eritrea,0.8975039
Ethiopia,1.3852733
Kenya,3.9430388
Madagascar,4.3637055
Malawi,3.7516435
Mauritius,5.9231456
Mozambique,6.5061066
Rwanda,8.7808994
Seychelles,7.5805803
Somalia,3.4816799
United Republic of Tanzania,4.1522665
Uganda,4.287618
Zambia,6.5401456
Botswana,10.4936405
Lesotho,1.8065048
Namibia,14.4477821
Zimbabwe,3.8609825
Benin,3.1338673
Burkina Faso,2.2182152
Cameroon,2.0168597
Cabo Verde,4.7053275
Chad,4.3467321
Côte d'Ivoire,3.8075004
Gambia,2.0764255
Ghana,1.9942127
Guinea,2.1870074
Guinea-Bissau,1.0499739
Liberia,2.5792159
Mali,1.684417
Mauritania,9.3659313
Niger,1.4081063
Nigeria,2.5085854
Sao Tome and Principe,1.5115842
Senegal,2.5334166
Sierra Leone,10.7782268
Togo,3.6690724
Cook Islands,24.6024778
Monaco,29.5087768
Nauru,43.6218375
Niue,16.2276316
Palau,13.0773277
Saint Kitts and Nevis,2.923562
San Marino,28.5321591
Tuvalu,19.1109352
South Sudan,3.3731302
Sudan,2.334402
Swaziland,-
South Africa,-
The former Yugoslav Republic of Macedonia,-
