date,name,category,value
1990-01-01,Antigua and Barbuda,Caribbean,1855.05
1991-01-01,Antigua and Barbuda,Caribbean,1933.96
1992-01-01,Antigua and Barbuda,Caribbean,2016.93
1993-01-01,Antigua and Barbuda,Caribbean,2106.74
1994-01-01,Antigua and Barbuda,Caribbean,2202.43
1995-01-01,Antigua and Barbuda,Caribbean,2302.54
1996-01-01,Antigua and Barbuda,Caribbean,2401.49
1997-01-01,Antigua and Barbuda,Caribbean,2494.27
1998-01-01,Antigua and Barbuda,Caribbean,2595.12
1999-01-01,Antigua and Barbuda,Caribbean,2694.59
2000-01-01,Antigua and Barbuda,Caribbean,2788.54
2001-01-01,Antigua and Barbuda,Caribbean,2870.15
2002-01-01,Antigua and Barbuda,Caribbean,2944.26
2003-01-01,Antigua and Barbuda,Caribbean,3012.05
2004-01-01,Antigua and Barbuda,Caribbean,3119.1
2005-01-01,Antigua and Barbuda,Caribbean,3225.04
2006-01-01,Antigua and Barbuda,Caribbean,3332.51
2007-01-01,Antigua and Barbuda,Caribbean,3432.93
2008-01-01,Antigua and Barbuda,Caribbean,3531.76
2009-01-01,Antigua and Barbuda,Caribbean,3631.71
2010-01-01,Antigua and Barbuda,Caribbean,3774.2
2011-01-01,Antigua and Barbuda,Caribbean,3922.34
2012-01-01,Antigua and Barbuda,Caribbean,4015.98
2013-01-01,Antigua and Barbuda,Caribbean,4100.69
2014-01-01,Antigua and Barbuda,Caribbean,4179.04
2015-01-01,Antigua and Barbuda,Caribbean,4249.0
2016-01-01,Antigua and Barbuda,Caribbean,4314.95
2017-01-01,Antigua and Barbuda,Caribbean,4368.94
2018-01-01,Antigua and Barbuda,Caribbean,4417.86
2019-01-01,Antigua and Barbuda,Caribbean,4461.66
1990-01-01,Bahamas,Caribbean,10078.46
1991-01-01,Bahamas,Caribbean,10234.33
1992-01-01,Bahamas,Caribbean,10357.31
1993-01-01,Bahamas,Caribbean,10459.38
1994-01-01,Bahamas,Caribbean,10564.63
1995-01-01,Bahamas,Caribbean,10691.78
1996-01-01,Bahamas,Caribbean,10846.17
1997-01-01,Bahamas,Caribbean,11027.42
1998-01-01,Bahamas,Caribbean,11235.68
1999-01-01,Bahamas,Caribbean,11442.15
2000-01-01,Bahamas,Caribbean,11649.32
2001-01-01,Bahamas,Caribbean,11875.79
2002-01-01,Bahamas,Caribbean,12120.84
2003-01-01,Bahamas,Caribbean,12397.1
2004-01-01,Bahamas,Caribbean,12708.58
2005-01-01,Bahamas,Caribbean,13021.1
2006-01-01,Bahamas,Caribbean,13335.54
2007-01-01,Bahamas,Caribbean,13674.97
2008-01-01,Bahamas,Caribbean,14030.69
2009-01-01,Bahamas,Caribbean,14369.58
2010-01-01,Bahamas,Caribbean,14712.83
2011-01-01,Bahamas,Caribbean,15061.4
2012-01-01,Bahamas,Caribbean,15384.15
2013-01-01,Bahamas,Caribbean,15675.49
2014-01-01,Bahamas,Caribbean,15883.37
2015-01-01,Bahamas,Caribbean,16041.48
2016-01-01,Bahamas,Caribbean,16184.7
2017-01-01,Bahamas,Caribbean,16326.02
2018-01-01,Bahamas,Caribbean,16518.97
2019-01-01,Bahamas,Caribbean,16710.56
1990-01-01,Barbados,Caribbean,15162.79
1991-01-01,Barbados,Caribbean,15227.65
1992-01-01,Barbados,Caribbean,15293.97
1993-01-01,Barbados,Caribbean,15372.05
1994-01-01,Barbados,Caribbean,15467.55
1995-01-01,Barbados,Caribbean,15580.09
1996-01-01,Barbados,Caribbean,15707.28
1997-01-01,Barbados,Caribbean,15837.92
1998-01-01,Barbados,Caribbean,15965.42
1999-01-01,Barbados,Caribbean,16085.47
2000-01-01,Barbados,Caribbean,16186.38
2001-01-01,Barbados,Caribbean,16255.77
2002-01-01,Barbados,Caribbean,16303.28
2003-01-01,Barbados,Caribbean,16323.25
2004-01-01,Barbados,Caribbean,16325.7
2005-01-01,Barbados,Caribbean,16291.97
2006-01-01,Barbados,Caribbean,16201.7
2007-01-01,Barbados,Caribbean,16059.22
2008-01-01,Barbados,Caribbean,15919.09
2009-01-01,Barbados,Caribbean,15776.07
2010-01-01,Barbados,Caribbean,15649.91
2011-01-01,Barbados,Caribbean,15532.59
2012-01-01,Barbados,Caribbean,15383.48
2013-01-01,Barbados,Caribbean,15306.12
2014-01-01,Barbados,Caribbean,15360.65
2015-01-01,Barbados,Caribbean,15425.3
2016-01-01,Barbados,Caribbean,15504.19
2017-01-01,Barbados,Caribbean,15577.75
2018-01-01,Barbados,Caribbean,15636.18
2019-01-01,Barbados,Caribbean,15667.59
1990-01-01,Belize,Caribbean,11528.91
1991-01-01,Belize,Caribbean,11650.37
1992-01-01,Belize,Caribbean,11803.34
1993-01-01,Belize,Caribbean,12002.81
1994-01-01,Belize,Caribbean,12239.09
1995-01-01,Belize,Caribbean,12515.26
1996-01-01,Belize,Caribbean,12838.49
1997-01-01,Belize,Caribbean,13203.88
1998-01-01,Belize,Caribbean,13627.29
1999-01-01,Belize,Caribbean,14123.72
2000-01-01,Belize,Caribbean,14679.89
2001-01-01,Belize,Caribbean,15330.57
2002-01-01,Belize,Caribbean,16062.63
2003-01-01,Belize,Caribbean,16826.94
2004-01-01,Belize,Caribbean,17759.48
2005-01-01,Belize,Caribbean,18796.05
2006-01-01,Belize,Caribbean,19774.96
2007-01-01,Belize,Caribbean,20742.1
2008-01-01,Belize,Caribbean,21634.59
2009-01-01,Belize,Caribbean,22513.82
2010-01-01,Belize,Caribbean,23406.71
2011-01-01,Belize,Caribbean,24293.01
2012-01-01,Belize,Caribbean,25185.73
2013-01-01,Belize,Caribbean,26100.02
2014-01-01,Belize,Caribbean,27074.34
2015-01-01,Belize,Caribbean,28037.98
2016-01-01,Belize,Caribbean,29017.8
2017-01-01,Belize,Caribbean,30015.84
2018-01-01,Belize,Caribbean,31028.95
2019-01-01,Belize,Caribbean,32040.41
1990-01-01,Cuba,Caribbean,1746937.95
1991-01-01,Cuba,Caribbean,1777937.45
1992-01-01,Cuba,Caribbean,1803679.8
1993-01-01,Cuba,Caribbean,1825748.72
1994-01-01,Cuba,Caribbean,1847157.51
1995-01-01,Cuba,Caribbean,1869340.06
1996-01-01,Cuba,Caribbean,1892758.3
1997-01-01,Cuba,Caribbean,1913430.53
1998-01-01,Cuba,Caribbean,1927704.66
1999-01-01,Cuba,Caribbean,1935451.69
2000-01-01,Cuba,Caribbean,1937196.08
2001-01-01,Cuba,Caribbean,1932412.58
2002-01-01,Cuba,Caribbean,1924695.18
2003-01-01,Cuba,Caribbean,1914069.51
2004-01-01,Cuba,Caribbean,1899622.16
2005-01-01,Cuba,Caribbean,1882098.36
2006-01-01,Cuba,Caribbean,1858451.88
2007-01-01,Cuba,Caribbean,1824501.12
2008-01-01,Cuba,Caribbean,1788694.67
2009-01-01,Cuba,Caribbean,1753061.3
2010-01-01,Cuba,Caribbean,1719753.3
2011-01-01,Cuba,Caribbean,1689634.12
2012-01-01,Cuba,Caribbean,1663500.62
2013-01-01,Cuba,Caribbean,1639961.63
2014-01-01,Cuba,Caribbean,1619547.21
2015-01-01,Cuba,Caribbean,1610576.02
2016-01-01,Cuba,Caribbean,1603047.74
2017-01-01,Cuba,Caribbean,1594676.87
2018-01-01,Cuba,Caribbean,1585562.79
2019-01-01,Cuba,Caribbean,1576231.61
1990-01-01,Dominica,Caribbean,3738.65
1991-01-01,Dominica,Caribbean,3700.15
1992-01-01,Dominica,Caribbean,3669.97
1993-01-01,Dominica,Caribbean,3650.28
1994-01-01,Dominica,Caribbean,3634.58
1995-01-01,Dominica,Caribbean,3618.45
1996-01-01,Dominica,Caribbean,3597.2
1997-01-01,Dominica,Caribbean,3570.3
1998-01-01,Dominica,Caribbean,3538.04
1999-01-01,Dominica,Caribbean,3519.49
2000-01-01,Dominica,Caribbean,3513.99
2001-01-01,Dominica,Caribbean,3497.8
2002-01-01,Dominica,Caribbean,3500.69
2003-01-01,Dominica,Caribbean,3503.27
2004-01-01,Dominica,Caribbean,3522.32
2005-01-01,Dominica,Caribbean,3555.44
2006-01-01,Dominica,Caribbean,3606.68
2007-01-01,Dominica,Caribbean,3661.77
2008-01-01,Dominica,Caribbean,3704.62
2009-01-01,Dominica,Caribbean,3762.32
2010-01-01,Dominica,Caribbean,3821.19
2011-01-01,Dominica,Caribbean,3867.19
2012-01-01,Dominica,Caribbean,3895.66
2013-01-01,Dominica,Caribbean,3919.42
2014-01-01,Dominica,Caribbean,3947.29
2015-01-01,Dominica,Caribbean,3972.64
2016-01-01,Dominica,Caribbean,3996.82
2017-01-01,Dominica,Caribbean,4020.04
2018-01-01,Dominica,Caribbean,4042.73
2019-01-01,Dominica,Caribbean,4063.43
1990-01-01,Dominican Republic,Caribbean,274224.19
1991-01-01,Dominican Republic,Caribbean,284813.17
1992-01-01,Dominican Republic,Caribbean,296138.28
1993-01-01,Dominican Republic,Caribbean,308099.76
1994-01-01,Dominican Republic,Caribbean,321307.96
1995-01-01,Dominican Republic,Caribbean,335650.39
1996-01-01,Dominican Republic,Caribbean,350960.41
1997-01-01,Dominican Republic,Caribbean,366298.92
1998-01-01,Dominican Republic,Caribbean,380747.71
1999-01-01,Dominican Republic,Caribbean,394266.25
2000-01-01,Dominican Republic,Caribbean,407681.31
2001-01-01,Dominican Republic,Caribbean,423724.01
2002-01-01,Dominican Republic,Caribbean,439037.57
2003-01-01,Dominican Republic,Caribbean,451720.45
2004-01-01,Dominican Republic,Caribbean,461274.3
2005-01-01,Dominican Republic,Caribbean,468665.66
2006-01-01,Dominican Republic,Caribbean,474242.8
2007-01-01,Dominican Republic,Caribbean,480372.27
2008-01-01,Dominican Republic,Caribbean,484399.89
2009-01-01,Dominican Republic,Caribbean,487445.48
2010-01-01,Dominican Republic,Caribbean,490067.55
2011-01-01,Dominican Republic,Caribbean,492452.56
2012-01-01,Dominican Republic,Caribbean,494740.67
2013-01-01,Dominican Republic,Caribbean,495385.3
2014-01-01,Dominican Republic,Caribbean,495841.72
2015-01-01,Dominican Republic,Caribbean,497065.07
2016-01-01,Dominican Republic,Caribbean,499716.02
2017-01-01,Dominican Republic,Caribbean,503725.99
