date,name,category,value
1990-01-01,China,East Asia,263132256.5
1991-01-01,China,East Asia,268985823.3
1992-01-01,China,East Asia,273726407.0
1993-01-01,China,East Asia,277278681.4
1994-01-01,China,East Asia,279480776.9
1995-01-01,China,East Asia,280668908.5
1996-01-01,China,East Asia,280749728.4
1997-01-01,China,East Asia,279842832.5
1998-01-01,China,East Asia,278400592.2
1999-01-01,China,East Asia,276821120.8
2000-01-01,China,East Asia,275465706.8
2001-01-01,China,East Asia,274681624.7
2002-01-01,China,East Asia,274653706.1
2003-01-01,China,East Asia,275498917.2
2004-01-01,China,East Asia,277238017.2
2005-01-01,China,East Asia,279914995.3
2006-01-01,China,East Asia,283301693.2
2007-01-01,China,East Asia,287209826.4
2008-01-01,China,East Asia,291538194.8
2009-01-01,China,East Asia,296048782.9
2010-01-01,China,East Asia,300447931.1
2011-01-01,China,East Asia,304185629.7
2012-01-01,China,East Asia,307420377.9
2013-01-01,China,East Asia,310052367.8
2014-01-01,China,East Asia,312246131.3
2015-01-01,China,East Asia,313938783.7
2016-01-01,China,East Asia,315157181.5
2017-01-01,China,East Asia,316113811.2
2018-01-01,China,East Asia,317021064.1
2019-01-01,China,East Asia,318075696.2
1990-01-01,Democratic People's Republic of Korea,East Asia,3242740.28
1991-01-01,Democratic People's Republic of Korea,East Asia,3340434.37
1992-01-01,Democratic People's Republic of Korea,East Asia,3437676.64
1993-01-01,Democratic People's Republic of Korea,East Asia,3533746.68
1994-01-01,Democratic People's Republic of Korea,East Asia,3628186.98
1995-01-01,Democratic People's Republic of Korea,East Asia,3713210.51
1996-01-01,Democratic People's Republic of Korea,East Asia,3793726.16
1997-01-01,Democratic People's Republic of Korea,East Asia,3877306.75
1998-01-01,Democratic People's Republic of Korea,East Asia,3958133.3
1999-01-01,Democratic People's Republic of Korea,East Asia,4035791.98
2000-01-01,Democratic People's Republic of Korea,East Asia,4093302.5
2001-01-01,Democratic People's Republic of Korea,East Asia,4136153.72
2002-01-01,Democratic People's Republic of Korea,East Asia,4172938.76
2003-01-01,Democratic People's Republic of Korea,East Asia,4217582.03
2004-01-01,Democratic People's Republic of Korea,East Asia,4270375.02
2005-01-01,Democratic People's Republic of Korea,East Asia,4322741.44
2006-01-01,Democratic People's Republic of Korea,East Asia,4366697.06
2007-01-01,Democratic People's Republic of Korea,East Asia,4410103.35
2008-01-01,Democratic People's Republic of Korea,East Asia,4447287.73
2009-01-01,Democratic People's Republic of Korea,East Asia,4483589.44
2010-01-01,Democratic People's Republic of Korea,East Asia,4519302.81
2011-01-01,Democratic People's Republic of Korea,East Asia,4551591.28
2012-01-01,Democratic People's Republic of Korea,East Asia,4583870.61
2013-01-01,Democratic People's Republic of Korea,East Asia,4617398.85
2014-01-01,Democratic People's Republic of Korea,East Asia,4651622.65
2015-01-01,Democratic People's Republic of Korea,East Asia,4685314.2
2016-01-01,Democratic People's Republic of Korea,East Asia,4715486.02
2017-01-01,Democratic People's Republic of Korea,East Asia,4744511.86
2018-01-01,Democratic People's Republic of Korea,East Asia,4794952.18
2019-01-01,Democratic People's Republic of Korea,East Asia,4846409.96
1990-01-01,Taiwan (Province of China),East Asia,3748980.87
1991-01-01,Taiwan (Province of China),East Asia,3781649.46
1992-01-01,Taiwan (Province of China),East Asia,3810558.72
1993-01-01,Taiwan (Province of China),East Asia,3838497.67
1994-01-01,Taiwan (Province of China),East Asia,3864385.08
1995-01-01,Taiwan (Province of China),East Asia,3893999.74
1996-01-01,Taiwan (Province of China),East Asia,3929822.28
1997-01-01,Taiwan (Province of China),East Asia,3958768.77
1998-01-01,Taiwan (Province of China),East Asia,3981821.76
1999-01-01,Taiwan (Province of China),East Asia,3996462.12
2000-01-01,Taiwan (Province of China),East Asia,4003505.06
2001-01-01,Taiwan (Province of China),East Asia,4007936.24
2002-01-01,Taiwan (Province of China),East Asia,4009413.2
2003-01-01,Taiwan (Province of China),East Asia,4013024.03
2004-01-01,Taiwan (Province of China),East Asia,4016689.9
2005-01-01,Taiwan (Province of China),East Asia,4024524.9
2006-01-01,Taiwan (Province of China),East Asia,4030742.35
2007-01-01,Taiwan (Province of China),East Asia,4046877.09
2008-01-01,Taiwan (Province of China),East Asia,4062914.85
2009-01-01,Taiwan (Province of China),East Asia,4064992.24
2010-01-01,Taiwan (Province of China),East Asia,4059379.88
2011-01-01,Taiwan (Province of China),East Asia,4050851.72
2012-01-01,Taiwan (Province of China),East Asia,4047325.81
2013-01-01,Taiwan (Province of China),East Asia,4072965.39
2014-01-01,Taiwan (Province of China),East Asia,4096860.15
2015-01-01,Taiwan (Province of China),East Asia,4127642.3
2016-01-01,Taiwan (Province of China),East Asia,4132060.48
2017-01-01,Taiwan (Province of China),East Asia,4136603.63
2018-01-01,Taiwan (Province of China),East Asia,4137452.72
2019-01-01,Taiwan (Province of China),East Asia,4129653.37
1990-01-01,Cambodia,Southeast Asia,1089526.7
1991-01-01,Cambodia,Southeast Asia,1135919.78
1992-01-01,Cambodia,Southeast Asia,1185224.75
1993-01-01,Cambodia,Southeast Asia,1234929.28
1994-01-01,Cambodia,Southeast Asia,1283155.24
1995-01-01,Cambodia,Southeast Asia,1331513.77
1996-01-01,Cambodia,Southeast Asia,1379335.99
1997-01-01,Cambodia,Southeast Asia,1428589.8
1998-01-01,Cambodia,Southeast Asia,1477749.02
1999-01-01,Cambodia,Southeast Asia,1525014.1
2000-01-01,Cambodia,Southeast Asia,1563850.85
2001-01-01,Cambodia,Southeast Asia,1595586.1
2002-01-01,Cambodia,Southeast Asia,1621958.86
2003-01-01,Cambodia,Southeast Asia,1643692.29
2004-01-01,Cambodia,Southeast Asia,1661131.15
2005-01-01,Cambodia,Southeast Asia,1670964.44
2006-01-01,Cambodia,Southeast Asia,1684162.6
2007-01-01,Cambodia,Southeast Asia,1698283.72
2008-01-01,Cambodia,Southeast Asia,1711771.61
2009-01-01,Cambodia,Southeast Asia,1725309.97
2010-01-01,Cambodia,Southeast Asia,1738905.69
2011-01-01,Cambodia,Southeast Asia,1752042.35
2012-01-01,Cambodia,Southeast Asia,1767316.86
2013-01-01,Cambodia,Southeast Asia,1788783.97
2014-01-01,Cambodia,Southeast Asia,1815138.64
2015-01-01,Cambodia,Southeast Asia,1853858.91
2016-01-01,Cambodia,Southeast Asia,1900723.75
2017-01-01,Cambodia,Southeast Asia,1955834.05
2018-01-01,Cambodia,Southeast Asia,2015751.49
2019-01-01,Cambodia,Southeast Asia,2078879.56
1990-01-01,Indonesia,Southeast Asia,31567879.25
1991-01-01,Indonesia,Southeast Asia,32523086.06
1992-01-01,Indonesia,Southeast Asia,33547448.75
1993-01-01,Indonesia,Southeast Asia,34657904.63
1994-01-01,Indonesia,Southeast Asia,35880102.91
1995-01-01,Indonesia,Southeast Asia,37184063.75
1996-01-01,Indonesia,Southeast Asia,38560284.14
1997-01-01,Indonesia,Southeast Asia,39978728.49
1998-01-01,Indonesia,Southeast Asia,41397269.52
1999-01-01,Indonesia,Southeast Asia,42811473.15
2000-01-01,Indonesia,Southeast Asia,44197015.12
2001-01-01,Indonesia,Southeast Asia,45523139.43
2002-01-01,Indonesia,Southeast Asia,46732655.62
2003-01-01,Indonesia,Southeast Asia,47886159.21
2004-01-01,Indonesia,Southeast Asia,49031171.71
2005-01-01,Indonesia,Southeast Asia,50130067.19
2006-01-01,Indonesia,Southeast Asia,51206377.55
2007-01-01,Indonesia,Southeast Asia,52235216.76
2008-01-01,Indonesia,Southeast Asia,53211667.01
2009-01-01,Indonesia,Southeast Asia,54116923.87
2010-01-01,Indonesia,Southeast Asia,54921410.44
2011-01-01,Indonesia,Southeast Asia,55597576.92
2012-01-01,Indonesia,Southeast Asia,56133548.68
2013-01-01,Indonesia,Southeast Asia,56491792.31
2014-01-01,Indonesia,Southeast Asia,56702680.89
2015-01-01,Indonesia,Southeast Asia,56843353.01
2016-01-01,Indonesia,Southeast Asia,56986696.88
2017-01-01,Indonesia,Southeast Asia,57218258.73
2018-01-01,Indonesia,Southeast Asia,57567952.37
2019-01-01,Indonesia,Southeast Asia,58015778.11
1990-01-01,Lao People's Democratic Republic,Southeast Asia,469411.54
1991-01-01,Lao People's Democratic Republic,Southeast Asia,477161.75
1992-01-01,Lao People's Democratic Republic,Southeast Asia,486521.71
1993-01-01,Lao People's Democratic Republic,Southeast Asia,496907.0
1994-01-01,Lao People's Democratic Republic,Southeast Asia,508456.24
1995-01-01,Lao People's Democratic Republic,Southeast Asia,521178.49
1996-01-01,Lao People's Democratic Republic,Southeast Asia,534981.16
1997-01-01,Lao People's Democratic Republic,Southeast Asia,549507.41
1998-01-01,Lao People's Democratic Republic,Southeast Asia,564837.59
1999-01-01,Lao People's Democratic Republic,Southeast Asia,581097.36
2000-01-01,Lao People's Democratic Republic,Southeast Asia,597802.29
2001-01-01,Lao People's Democratic Republic,Southeast Asia,615219.58
2002-01-01,Lao People's Democratic Republic,Southeast Asia,633067.7
2003-01-01,Lao People's Democratic Republic,Southeast Asia,651294.28
2004-01-01,Lao People's Democratic Republic,Southeast Asia,671119.31
2005-01-01,Lao People's Democratic Republic,Southeast Asia,693414.06
2006-01-01,Lao People's Democratic Republic,Southeast Asia,718160.53
2007-01-01,Lao People's Democratic Republic,Southeast Asia,747874.41
2008-01-01,Lao People's Democratic Republic,Southeast Asia,778552.79
2009-01-01,Lao People's Democratic Republic,Southeast Asia,811075.3
2010-01-01,Lao People's Democratic Republic,Southeast Asia,844864.96
2011-01-01,Lao People's Democratic Republic,Southeast Asia,879198.43
2012-01-01,Lao People's Democratic Republic,Southeast Asia,915767.92
2013-01-01,Lao People's Democratic Republic,Southeast Asia,953111.29
2014-01-01,Lao People's Democratic Republic,Southeast Asia,991468.18
2015-01-01,Lao People's Democratic Republic,Southeast Asia,1029626.5
2016-01-01,Lao People's Democratic Republic,Southeast Asia,1064424.0
2017-01-01,Lao People's Democratic Republic,Southeast Asia,1099312.81
2018-01-01,Lao People's Democratic Republic,Southeast Asia,1133892.5
2019-01-01,Lao People's Democratic Republic,Southeast Asia,1167690.1
1990-01-01,Malaysia,Southeast Asia,2942804.95
1991-01-01,Malaysia,Southeast Asia,3041715.72
1992-01-01,Malaysia,Southeast Asia,3148886.63
1993-01-01,Malaysia,Southeast Asia,3263875.41
1994-01-01,Malaysia,Southeast Asia,3384881.05
1995-01-01,Malaysia,Southeast Asia,3508195.01
