date,name,category,value
1990,Brunei Darussalam,High-income Asia Pacific,47125.22005
1991,Brunei Darussalam,High-income Asia Pacific,47521.32667
1992,Brunei Darussalam,High-income Asia Pacific,47716.37913
1993,Brunei Darussalam,High-income Asia Pacific,47743.4508
1994,Brunei Darussalam,High-income Asia Pacific,47581.85462
1995,Brunei Darussalam,High-income Asia Pacific,47295.64972
1996,Brunei Darussalam,High-income Asia Pacific,46856.89208
1997,Brunei Darussalam,High-income Asia Pacific,46356.47658
1998,Brunei Darussalam,High-income Asia Pacific,45863.59561
1999,Brunei Darussalam,High-income Asia Pacific,45396.23572
2000,Brunei Darussalam,High-income Asia Pacific,45023.36516
2001,Brunei Darussalam,High-income Asia Pacific,44730.6684
2002,Brunei Darussalam,High-income Asia Pacific,45133.02851
2003,Brunei Darussalam,High-income Asia Pacific,45734.91869
2004,Brunei Darussalam,High-income Asia Pacific,46453.47681
2005,Brunei Darussalam,High-income Asia Pacific,47214.87237
2006,Brunei Darussalam,High-income Asia Pacific,48033.75796
2007,Brunei Darussalam,High-income Asia Pacific,48857.32958
2008,Brunei Darussalam,High-income Asia Pacific,49678.62074
2009,Brunei Darussalam,High-income Asia Pacific,50495.89534
2010,Brunei Darussalam,High-income Asia Pacific,51263.38846
2011,Brunei Darussalam,High-income Asia Pacific,52069.4612
2012,Brunei Darussalam,High-income Asia Pacific,52989.36279
2013,Brunei Darussalam,High-income Asia Pacific,54583.44616
2014,Brunei Darussalam,High-income Asia Pacific,56029.81861
2015,Brunei Darussalam,High-income Asia Pacific,57516.40742
2016,Brunei Darussalam,High-income Asia Pacific,58972.78673
2017,Brunei Darussalam,High-income Asia Pacific,60393.43145
2018,Brunei Darussalam,High-income Asia Pacific,61816.79121
2019,Brunei Darussalam,High-income Asia Pacific,63137.91104
1990,Japan,High-income Asia Pacific,35593185.56
1991,Japan,High-income Asia Pacific,35654440.04
1992,Japan,High-income Asia Pacific,35748821.54
1993,Japan,High-income Asia Pacific,35848016.17
