date,name,category,value
2007,Nepal,South Asia,1702124.739
2008,Nepal,South Asia,1645254.922
2009,Nepal,South Asia,1582825.319
2010,Nepal,South Asia,1516757.58
2011,Nepal,South Asia,1447496.234
2012,Nepal,South Asia,1388297.375
2013,Nepal,South Asia,1346803.512
2014,Nepal,South Asia,1317583.121
2015,Nepal,South Asia,1301784.108
2016,Nepal,South Asia,1296931.056
2017,Nepal,South Asia,1306550.653
2018,Nepal,South Asia,1326169.1
2019,Nepal,South Asia,1354764.867
1990,Pakistan,South Asia,1672406.376
1991,Pakistan,South Asia,1714383.516
1992,Pakistan,South Asia,1759457.054
1993,Pakistan,South Asia,1805401.315
1994,Pakistan,South Asia,1849735.194
1995,Pakistan,South Asia,1891265.971
1996,Pakistan,South Asia,1930718.61
1997,Pakistan,South Asia,1969225.728
1998,Pakistan,South Asia,2005937.566
1999,Pakistan,South Asia,2041743.91
2000,Pakistan,South Asia,2075341.151
2001,Pakistan,South Asia,2106220.879
2002,Pakistan,South Asia,2134289.176
2003,Pakistan,South Asia,2160334.271
2004,Pakistan,South Asia,2176619.228
2005,Pakistan,South Asia,2191636.122
2006,Pakistan,South Asia,2206895.914
2007,Pakistan,South Asia,2219153.912
2008,Pakistan,South Asia,2231736.124
2009,Pakistan,South Asia,2240043.013
2010,Pakistan,South Asia,2244978.259
2011,Pakistan,South Asia,2246279.809
2012,Pakistan,South Asia,2234683.406
2013,Pakistan,South Asia,2222410.854
2014,Pakistan,South Asia,2210803.436
2015,Pakistan,South Asia,2224678.866
2016,Pakistan,South Asia,2248228.563
2017,Pakistan,South Asia,2283554.098
2018,Pakistan,South Asia,2332508.822
2019,Pakistan,South Asia,2388180.269
