date,name,category,value
1990-01-01,Algeria,North Africa and Middle East,2644670.32
1991-01-01,Algeria,North Africa and Middle East,2715635.74
1992-01-01,Algeria,North Africa and Middle East,2787449.88
1993-01-01,Algeria,North Africa and Middle East,2857788.34
1994-01-01,Algeria,North Africa and Middle East,2925770.07
1995-01-01,Algeria,North Africa and Middle East,2991061.13
1996-01-01,Algeria,North Africa and Middle East,3058924.73
1997-01-01,Algeria,North Africa and Middle East,3129557.01
1998-01-01,Algeria,North Africa and Middle East,3203881.71
1999-01-01,Algeria,North Africa and Middle East,3282388.06
2000-01-01,Algeria,North Africa and Middle East,3362263.26
2001-01-01,Algeria,North Africa and Middle East,3444443.47
2002-01-01,Algeria,North Africa and Middle East,3532315.98
2003-01-01,Algeria,North Africa and Middle East,3616629.52
2004-01-01,Algeria,North Africa and Middle East,3710869.49
2005-01-01,Algeria,North Africa and Middle East,3817036.28
2006-01-01,Algeria,North Africa and Middle East,3923207.44
2007-01-01,Algeria,North Africa and Middle East,4039063.39
2008-01-01,Algeria,North Africa and Middle East,4156483.21
2009-01-01,Algeria,North Africa and Middle East,4276906.71
2010-01-01,Algeria,North Africa and Middle East,4396321.79
2011-01-01,Algeria,North Africa and Middle East,4511024.06
2012-01-01,Algeria,North Africa and Middle East,4621798.03
2013-01-01,Algeria,North Africa and Middle East,4727730.43
2014-01-01,Algeria,North Africa and Middle East,4828107.3
2015-01-01,Algeria,North Africa and Middle East,4923841.68
2016-01-01,Algeria,North Africa and Middle East,5017791.12
2017-01-01,Algeria,North Africa and Middle East,5126468.42
2018-01-01,Algeria,North Africa and Middle East,5232850.53
2019-01-01,Algeria,North Africa and Middle East,5337079.03
1990-01-01,Bahrain,North Africa and Middle East,57252.2
1991-01-01,Bahrain,North Africa and Middle East,58137.51
1992-01-01,Bahrain,North Africa and Middle East,58385.96
1993-01-01,Bahrain,North Africa and Middle East,58493.44
1994-01-01,Bahrain,North Africa and Middle East,58741.48
1995-01-01,Bahrain,North Africa and Middle East,59297.07
1996-01-01,Bahrain,North Africa and Middle East,60068.81
1997-01-01,Bahrain,North Africa and Middle East,60701.11
1998-01-01,Bahrain,North Africa and Middle East,61291.75
1999-01-01,Bahrain,North Africa and Middle East,62046.58
2000-01-01,Bahrain,North Africa and Middle East,63081.65
2001-01-01,Bahrain,North Africa and Middle East,64772.59
2002-01-01,Bahrain,North Africa and Middle East,69122.86
2003-01-01,Bahrain,North Africa and Middle East,76099.89
2004-01-01,Bahrain,North Africa and Middle East,85221.3
2005-01-01,Bahrain,North Africa and Middle East,94882.73
2006-01-01,Bahrain,North Africa and Middle East,104518.55
2007-01-01,Bahrain,North Africa and Middle East,114930.17
2008-01-01,Bahrain,North Africa and Middle East,127919.18
2009-01-01,Bahrain,North Africa and Middle East,141685.51
2010-01-01,Bahrain,North Africa and Middle East,153719.44
2011-01-01,Bahrain,North Africa and Middle East,161837.35
2012-01-01,Bahrain,North Africa and Middle East,168792.93
2013-01-01,Bahrain,North Africa and Middle East,175792.07
2014-01-01,Bahrain,North Africa and Middle East,182560.78
2015-01-01,Bahrain,North Africa and Middle East,188248.53
2016-01-01,Bahrain,North Africa and Middle East,193044.48
2017-01-01,Bahrain,North Africa and Middle East,197178.37
2018-01-01,Bahrain,North Africa and Middle East,200949.24
2019-01-01,Bahrain,North Africa and Middle East,204412.48
1990-01-01,Egypt,North Africa and Middle East,6532424.54
1991-01-01,Egypt,North Africa and Middle East,6722668.38
1992-01-01,Egypt,North Africa and Middle East,6915853.11
1993-01-01,Egypt,North Africa and Middle East,7112064.23
1994-01-01,Egypt,North Africa and Middle East,7311157.65
1995-01-01,Egypt,North Africa and Middle East,7516345.7
1996-01-01,Egypt,North Africa and Middle East,7729215.09
1997-01-01,Egypt,North Africa and Middle East,7949444.16
1998-01-01,Egypt,North Africa and Middle East,8179098.16
1999-01-01,Egypt,North Africa and Middle East,8420734.78
2000-01-01,Egypt,North Africa and Middle East,8674529.54
2001-01-01,Egypt,North Africa and Middle East,8945074.48
2002-01-01,Egypt,North Africa and Middle East,9229533.34
2003-01-01,Egypt,North Africa and Middle East,9526991.01
2004-01-01,Egypt,North Africa and Middle East,9840378.92
2005-01-01,Egypt,North Africa and Middle East,10173209.75
2006-01-01,Egypt,North Africa and Middle East,10533966.26
2007-01-01,Egypt,North Africa and Middle East,10912863.81
2008-01-01,Egypt,North Africa and Middle East,11299104.94
2009-01-01,Egypt,North Africa and Middle East,11698358.53
2010-01-01,Egypt,North Africa and Middle East,12103883.32
2011-01-01,Egypt,North Africa and Middle East,12518826.06
2012-01-01,Egypt,North Africa and Middle East,12918393.9
2013-01-01,Egypt,North Africa and Middle East,13323974.32
